Date,PLPC,REGN,SEVN,NOVT,LPTH,GAIA,FRD,DVAX,WLFC,CSQ,TACT,GIII,WINA,HALO,HCKT,RMTI,MLAB,COO,IART,ADI,BCRX,CBSH,VSAT,CME,MIND,CASY,CNOB,OMAB,UBFO,CENTA,SPNS,CERS,ATRC,JKHY,CSCO,OSBC,VHC,TRI,ROST,CPSS,HIHO,INCY,MZTI,APYX,EYPT,FARM,HAS,SPOK,MFIC,CEVA,CTSO,OFIX,BKNG,LTRX,BCIC,WAFD,FRST,FBNC,IBIO,APEI,JACK,MVIS,SBLX,CCEC,MGEE,CALM,DOX,ACLS,SMTC,MASI,RYAAY,ACNB,IDCC,PRSO,URBN,MNDO,NAII,JAKK,PPC,ASRV,KLAC,MITK,LDWY,CROX,ASTC,BLKB,GIGM,SBUX,HWC,ZD,TBHC,SVC,PLAB,STRT,CLDX,DCOM,ULTA,TCBK,SGLY,MMSI,HTLD,CCRN,CNXN,TZOO,MSFT,IAC,CMCO,ULBI,NBTB,RGS,FAST,WTBA,QCOM,AIOT,QCRH,WERN,CWST,DORM,DAIO,PCYO,EBAY,TBRG,EXAS,CAC,AMD,CTBI,RDGT,EGHT,FTEK,PAYX,HST,BOKF,TENX,NSSC,III,NTCT,UMBF,AMTX,MANH,EFOI,ARTNA,CGO,NWE,JVA,SVRA,TRNS,CSIQ,USLM,VRSN,KELYA,TRST,RDNT,CATY,JOUT,MGRC,SGC,ACHV,OPK,CAMT,GLNG,MSEX,DRH,MCRI,CLFD,ASYS,DGICA,HBNC,CIVB,MYGN,THFF,BOOM,CMCT,ONB,NVMI,PEBO,SILC,DAKT,UTSI,ON,INTC,TILE,ARAY,MNRO,QUIK,NEWT,SWBI,TMUS,FFIV,BANF,SGA,GEG,GEOS,GIFI,RUSHB,CSGS,ZUMZ,JBHT,IDXX,DHC,MRTN,PCH,CPB,HWKN,LPSN,POWI,MPAA,AMRN,KOPN,PSMT,GSAT,AGYS,NICE,CRMT,AVT,CBAT,HAIN,SHOO,XOMA,WSFS,OMEX,WSBC,PODD
2009-09-29,33.4467,19.64,7.61216,2.22,2.81,6.85,4.60941,18.6,12.89,3.2038,4.1721,7.13,16.2005,7.09,2.45737,99.0,21.2233,7.57675,17.195,20.4392,8.18,11.8114,26.43,38.8867,60.0,28.2524,6.3222,6.80447,2.82396,11.12,0.860758,2.31,5.03,20.2753,16.544,5.5193,15.8456,23.4737,10.6731,1.42,0.941678,6.76,34.9163,8.14,38.3,20.97,19.7318,5.93822,7.27683,10.9,4.025,29.6,167.0,3.42,11.7033,12.8617,5.2301,14.7222,5900.0,34.4,17.7912,40.88,9012320.0,20.8316,18.329,11.0803,22.7157,4.08,17.16,24.2,9.57086,8.43785,19.1979,20000.0,30.68,0.27545,6.48,138.17,5.1399,1.52885,21.2174,0.98,18.598,6.77,465.0,20.829,26.55,8.32946,26.6377,16.817,13.262,10.5436,4.9,11.9,81.75,16.7338,16.53,12.9445,180.0,13.888,11.4899,9.84,4.92946,14.68,19.7888,3.34602,14.3024,5.74,15.8407,310.48,3.37273,3.65694,33.1606,3.73,9.60808,11.8609,3.0,7.53,3.94,3.27,9.46952,30.175,2.73,15.5741,5.78,15.5486,849.6,0.88,11.26,19.988,8.31163,34.6816,3648000.0,0.695,3.6485,13.59,32.8145,2.49,5.0525,341.817,11.7302,4.73004,15.3801,4.3628,262.5,5.78,16.99,6.52737,21.099,10.7778,19.5379,2.66,6.44236,8.14143,15.3799,2.90655,80036.0,2.33,0.9807,7.9696,11.3985,5.50915,10.9,4.9,5.46,10.0151,2.48746,4.34177,27.4,22.0562,18.556,1558.81,7.61374,2.65,9.23964,8.4567,5.4841,25.8,8.07,12.9199,8.05156,6.51,18.1697,23.38,1.13596,4.88517,12.911,38.49,14.4197,6.42641,31.32,13.27,17.06,4.64388,13.0934,16.39,28.3968,25.7,9.29205,3.62173,15.6542,23.0625,9.27173,77.25,15.1962,5.5,28.8,4.85,17.0379,11.55,7.36,29.546,23.88,21.6986,23.15,9.755,6.66072,243.0,8.05221,22.68,10.4988,11.17
2009-10-05,32.5243,18.4,7.6426,2.16,2.16,7.26,4.46537,17.2,13.65,3.21511,3.9804,7.12,16.0928,6.86,2.29543,84.81,21.4098,7.15915,16.245,19.7498,8.29,11.5387,29.11,37.2654,63.0,27.9037,6.34686,6.61165,2.62813,10.94,0.946989,2.27,4.76,20.053,16.2897,6.19855,16.5504,23.2771,10.3355,1.22,0.772559,6.68,34.4892,7.75,31.8,20.26,19.5052,5.76337,7.21442,10.5,4.125,29.48,167.64,3.47,11.8227,12.7638,5.2301,13.5454,6100.0,34.35,17.4199,41.92,8941360.0,21.4034,18.016,10.2633,21.9926,5.28,16.23,23.93,9.81508,8.43785,18.5573,20080.0,30.0,0.2693,7.9,133.99,4.7695,1.52885,20.6601,0.75,21.874,6.51,297.0,21.439,24.0,8.19889,25.9566,15.97,13.214,10.2509,4.76,11.669,80.7,15.9453,16.33,11.9622,165.0,12.976,11.5236,9.57,4.6303,12.5,18.9383,3.1904,13.5529,5.67,15.2202,294.72,3.24401,3.27959,30.5667,3.82,9.3466,11.554,2.75,7.38,3.94,3.29,9.08988,30.118,2.73,15.1355,5.54,15.2332,1128.0,0.91,10.56,19.6026,7.91671,33.3947,4032000.0,0.74,3.41662,13.26,32.0593,2.5,5.01,280.546,11.7787,4.74282,15.1413,4.1997,256.9,5.37,16.35,6.40525,21.126,10.9893,18.6836,2.66,6.24797,8.34068,15.1447,3.0203,76428.0,2.43,1.0844,8.4307,11.3688,5.51583,10.02,4.3,5.18,9.71299,2.50367,4.49278,26.44,20.7414,17.515,1511.33,7.20765,3.0,8.32006,8.5194,5.4027,25.2,7.75,12.6731,7.38025,6.52,17.7265,29.12,1.06397,4.53405,11.421,39.25,13.7541,6.38214,30.0,11.9,16.311,4.21386,13.122,15.39,29.0701,24.285,9.26121,3.83117,14.9756,22.2924,8.74272,76.5,14.7573,5.3,31.0,4.69,17.0637,10.5,6.49,28.673,23.15,20.7377,22.65,9.36,6.72086,237.0,7.86819,21.6,10.4328,10.26
2009-10-19,32.9627,18.71,8.3537,2.43,2.09,7.6,4.56962,17.3,11.71,3.3731,4.4792,9.175,17.1961,7.76,2.644,86.02,22.099,7.80372,15.97,20.8376,9.77,12.4606,31.54,40.5296,70.5,29.3127,6.50433,7.07891,2.10667,10.56,1.07605,2.28,4.15,21.1246,17.2216,6.53316,15.9045,23.5022,10.3128,1.18,0.89051,6.19,34.5612,8.9,34.4,20.54,20.3683,6.17149,7.49026,10.49,5.5,31.6,172.94,3.6,11.2465,12.3116,5.01688,12.6335,7200.0,36.0,17.6872,43.52,8444624.0,23.0479,18.2996,10.5597,22.0788,5.32,16.9,26.22,9.86175,8.26185,16.366,20000.0,33.33,0.28176,7.56,141.59,4.9132,1.52885,21.6439,1.01,22.68,7.89,468.0,21.584,24.05,8.5586,26.0541,16.249,13.686,10.7964,5.04,12.225,76.2,16.9542,16.95,12.1469,173.0,13.472,11.7866,9.95,4.88563,13.05,20.2607,3.17884,15.1136,5.72,15.7027,324.5,3.38489,3.28569,30.6542,3.84,9.3466,11.8172,3.02,7.01,3.91,3.18,9.97909,32.679,2.74,15.7557,5.87,15.4497,1200.0,1.18,12.5,19.9703,8.06645,35.1565,4512000.0,0.8,3.47225,13.98,33.2016,1.7,5.815,290.5,11.6758,4.84912,15.8326,4.9189,216.3,5.37,16.7,6.75465,22.395,11.2889,19.8105,3.21,7.71364,8.28629,16.0967,2.98474,73920.0,2.39,1.4615,9.737,11.4421,5.84115,10.43,4.75,5.8,9.99944,2.41592,4.30957,27.36,20.778,19.103,1563.07,7.23555,3.2,8.12981,9.0294,5.7143,26.16,7.68,13.5392,7.41647,6.65,18.6501,41.72,1.02774,4.75239,9.3944,42.95,14.2263,6.47587,30.36,13.8,17.032,4.26693,13.1083,14.6,30.4027,26.035,9.64599,4.01249,15.592,23.0989,9.52212,87.45,15.7692,5.3,32.8,4.97,17.9199,11.1,6.65,31.089,24.85,21.6445,22.6,9.425,7.3187,239.6,8.68146,21.6,10.4707,10.59
2009-10-30,32.5601,15.7,7.89229,2.43,1.92,6.53,4.36103,12.4,12.73,3.0677,4.3488,8.005,16.5637,6.06,2.53048,74.25,22.3424,6.97218,15.27,19.2045,8.93,12.1803,29.15,38.4958,72.5,28.2913,6.42997,6.39676,1.55236,9.46,1.1017,1.68,4.08,19.8972,16.1955,5.11745,11.6788,22.2303,9.76611,1.14,0.818766,5.89,32.9748,8.01,31.0,18.9,19.5454,4.9788,6.90154,10.13,5.25,32.0,157.79,3.42,10.5317,12.9909,4.41199,10.7336,5050.0,31.9,16.1927,29.68,7143632.0,21.0137,17.4717,10.9667,21.4045,3.8,15.47,24.17,9.00004,8.26185,16.8724,18880.0,31.38,0.2724,7.54,135.23,4.762,1.44623,19.5159,1.0,21.924,6.08,306.0,20.157,20.5,7.75741,25.7519,14.909,11.874,9.63457,4.18,11.944,65.4,14.0564,15.14,11.3187,180.5,13.584,10.8674,8.26,5.17604,13.82,21.3134,3.13872,15.6122,3.66,15.0215,312.2,2.99829,2.89515,30.1233,3.65,9.58117,11.8768,2.79,7.31,3.8,2.68,8.83599,30.752,2.47,14.2149,4.6,14.4694,1200.0,1.18,11.57,19.685,7.10261,31.7549,4083200.0,0.96,3.34226,12.29,32.3141,1.7,5.7375,266.0,11.1929,4.5223,15.2225,3.8354,192.5,7.21,14.58,6.18671,20.961,9.43077,18.1357,2.43,6.87879,7.93259,14.1253,3.12669,64042.0,2.17,1.1786,8.7622,11.3519,5.0874,6.94,3.89,5.4,9.32976,2.41307,4.42938,24.28,19.7239,17.879,1521.87,7.14608,3.02,7.10293,7.4992,4.8408,21.72,6.69,12.6786,6.94265,5.77,17.7176,30.24,1.55093,4.05042,8.361,44.89,13.8186,6.30296,27.24,13.125,17.296,3.75392,13.3674,13.47,26.933,25.56,9.34505,3.80017,15.2372,22.2491,8.32941,75.45,14.2598,5.25,28.0,4.44,17.5743,9.75,4.71,29.679,20.73,20.6022,16.45,8.77,7.40994,204.0,8.19449,18.0,9.51489,11.1
2009-11-20,34.3959,18.46,7.82816,1.83,1.61,7.38,4.385,12.6,13.0,3.19954,4.9316,8.985,17.0806,6.37,2.43327,69.19,22.7154,7.82848,15.995,20.591,9.55,12.9198,30.41,41.0878,71.2,27.6227,6.85118,6.5785,3.18265,8.77,1.63547,2.0,5.86,20.1076,16.658,5.71079,16.7262,21.684,9.72057,1.19,0.926336,7.55,33.3477,8.15,40.9,17.35,20.8566,4.84615,7.15354,11.19,4.375,29.77,208.75,3.23,9.62112,14.3192,4.31906,11.0399,4950.0,32.14,16.0128,26.56,7049008.0,17.2918,17.4127,11.295,22.4522,4.64,16.01,24.44,8.66331,8.26185,19.336,22400.0,32.18,0.30025,7.25,120.78,4.4218,1.33897,19.1418,0.75,21.924,5.45,238.5,19.621,20.45,8.75082,28.9112,14.871,14.838,9.22838,3.95,12.537,73.2,13.7936,16.81,12.5831,173.0,13.72,11.924,8.67,5.29044,14.39,22.7678,3.21665,15.1892,4.1,14.1683,309.9,3.21643,3.27271,32.8697,3.2,8.00145,12.6446,3.27,7.995,3.96,2.29,9.04248,32.105,2.6,14.846,6.95,13.957,1200.0,1.08,9.69,21.5129,7.2392,33.2768,3552000.0,0.805,3.11019,12.53,32.0742,1.4,6.025,269.5,11.463,4.67527,15.8211,4.0273,175.0,6.0,21.01,6.05548,19.812,9.13416,18.5934,2.08,6.20102,8.90432,14.5149,3.30827,71104.0,2.07,1.273,9.0465,11.7381,5.54342,7.97,3.3,6.15,9.57222,2.17192,3.78393,23.6,19.8879,18.464,1583.95,7.85631,3.14,6.23013,7.4008,5.193,22.8,7.73,12.7641,6.67423,5.54,17.1408,21.28,1.62294,4.45813,8.7502,46.91,14.2402,6.24873,28.8,15.43,18.725,3.70453,13.7698,12.21,28.6828,25.365,9.77602,3.92049,15.9488,23.9113,8.44599,93.3,15.6242,5.29,27.0,4.66,17.6637,13.05,8.45,28.616,24.0,22.7713,13.65,9.31,6.91569,221.8,7.95703,18.36,8.73707,12.35
2009-11-23,34.3243,18.58,7.91931,1.83,1.66,7.42,4.33715,13.1,13.27,3.22247,4.8702,8.845,17.1267,6.25,2.44137,69.41,22.7075,7.9854,16.255,20.9332,8.9,13.1838,31.12,41.1744,71.5,28.1688,7.00825,6.77075,3.26069,8.41,1.56671,1.98,5.65,20.4598,16.9722,5.5479,14.8481,21.92,9.75325,1.03,0.95711,7.54,33.4106,8.36,41.7,18.21,20.9625,4.98916,7.2528,11.36,4.375,30.98,211.89,3.06,9.71949,14.4299,4.44735,11.2958,4700.0,32.8,16.6219,27.44,7049008.0,17.1998,17.6017,11.4806,22.8662,4.72,16.31,24.67,8.82503,8.36999,19.7881,23760.0,31.48,0.30645,7.33,123.16,4.3614,1.33897,19.3051,0.71,22.478,5.38,235.5,19.939,20.25,8.83064,29.4004,15.343,15.31,9.35846,4.08,12.499,72.3,14.0446,17.28,12.9445,175.0,13.928,12.172,8.89,5.3785,14.48,23.0105,3.3096,15.6032,4.02,14.4765,312.78,3.2742,3.40509,33.1959,3.17,8.10409,12.6973,4.05,8.315,3.9,2.27,9.30552,33.46,2.54,15.265,7.0,14.286,1200.0,1.07,9.82,21.9591,7.31843,34.0317,3520000.0,0.83,3.15662,12.6,32.5944,1.1,6.1075,262.542,11.5709,4.61142,16.0357,4.2189,161.0,5.66,21.99,6.24459,20.235,9.22793,19.1423,2.17,6.23205,8.74768,15.2445,3.19752,70378.0,2.1,1.2635,9.3001,12.0194,5.63347,8.0,3.21,6.36,9.74428,2.23019,3.91163,23.81,21.1395,18.741,1583.95,8.05662,3.6,6.62067,7.4187,5.4027,23.28,7.84,12.8688,6.91553,5.6,17.2352,22.54,1.65907,4.40136,8.871,48.27,14.6201,6.1743,30.0,16.61,19.503,3.86045,14.1928,11.7,29.0611,25.62,9.88733,3.77206,16.2347,24.2461,8.76311,96.15,15.9221,5.31,24.0,4.78,17.8822,12.75,8.76,29.097,24.58,23.0294,14.15,9.5,6.90206,219.0,8.07874,19.08,8.73707,12.56
2009-11-30,34.208,18.35,7.50549,1.92,1.79,7.09,4.35327,13.3,14.05,3.23756,4.7629,8.485,16.9318,5.46,2.15751,68.31,22.3794,8.33607,16.37,22.4698,8.11,13.4047,30.65,41.7552,71.3,27.4452,7.05776,6.69963,2.81707,8.25,1.3601,1.82,5.45,19.7057,16.6206,5.35691,19.2496,22.2707,9.76117,1.26,0.951966,8.33,32.3892,7.9,40.2,17.43,21.2509,4.66572,7.37601,11.64,3.65,30.25,214.12,3.33,9.52104,14.4299,4.31906,10.2999,4700.0,32.03,16.117,26.08,7119968.0,17.3604,17.1322,11.0842,22.4522,4.52,16.02,23.98,8.64698,8.20926,19.5245,29040.0,31.64,0.30951,7.8,114.6,4.5201,1.33051,18.7528,0.7,23.184,4.87,231.0,20.218,20.1,8.95168,29.3935,14.492,14.375,9.68804,4.04,12.537,67.8,13.9648,16.43,13.419,179.5,13.184,11.7866,8.51,5.39609,14.14,22.603,3.2233,14.81,3.68,14.1878,301.06,3.22265,3.24635,32.796,3.05,7.1969,12.6118,4.14,7.395,4.0,2.51,9.70902,33.625,2.6,14.1854,7.01,13.7764,1200.0,1.14,8.57,21.7227,7.57024,34.3503,3769600.0,0.925,2.98959,12.59,31.9311,1.4,5.89,248.542,11.562,4.67166,16.2562,4.0751,157.5,6.98,22.02,6.03018,20.621,8.92981,18.7739,2.22,6.08415,8.61281,14.7799,3.55311,69388.0,1.75,1.2447,9.1305,11.9242,5.37069,7.48,2.93,5.98,9.34736,2.17919,3.78393,23.12,20.3482,17.736,1581.69,8.0214,3.92,5.97896,7.2398,5.4503,20.64,7.76,12.7343,6.87044,5.17,17.1408,21.0,1.64104,4.68579,8.455,47.03,14.3711,6.42192,28.32,16.275,19.891,4.01133,15.8393,10.93,28.5457,25.025,10.0647,3.65214,16.0732,24.5061,8.65533,95.1,15.3501,5.2,27.0,4.31,17.1104,12.15,8.25,29.049,24.19,22.6535,15.15,8.67,6.52907,225.0,7.91817,17.04,8.682,12.26
2009-12-03,34.5867,19.0,7.83872,2.16,1.81,7.67,4.36103,12.9,13.4,3.25302,4.8545,9.94,16.6665,6.04,2.12501,71.06,22.3794,8.48305,16.29,22.9717,7.81,12.9682,30.21,41.9796,69.2,26.8563,7.3389,7.27269,2.94795,8.82,1.39464,1.88,5.99,19.8813,16.9201,5.53838,19.2496,22.6341,9.70769,1.11,0.8545,8.07,32.7923,7.89,36.4,17.67,21.5656,4.80368,7.37601,11.81,3.475,30.26,220.01,3.18,9.32345,14.6658,4.44735,10.0598,5000.0,30.3,16.1523,26.24,7072672.0,17.9076,17.4275,11.2134,23.9535,5.04,16.42,24.54,8.53458,8.63104,20.5195,28480.0,32.48,0.32506,7.7,112.04,5.3289,1.37177,20.768,0.75,23.335,5.26,270.0,19.429,19.7,8.63056,29.0096,14.713,14.3,9.91947,4.4,14.264,68.55,14.7611,17.91,13.2088,184.5,13.728,12.0535,8.92,5.32582,13.94,22.9252,3.14914,14.4726,3.84,13.7739,299.7,3.28495,3.23278,32.5256,3.12,7.51517,12.9704,4.04,7.535,3.92,2.4,9.36605,35.261,2.59,14.1511,8.03,13.4474,1200.0,1.25,8.59,21.9993,7.60594,34.192,3289600.0,0.975,2.94306,13.05,31.781,2.0,5.9125,227.5,11.7857,4.74282,16.4486,4.0751,210.0,6.1,23.22,5.93911,20.446,8.82886,18.6226,2.06,5.88204,8.65801,14.593,3.72374,72600.0,1.67,1.2258,9.0073,12.2123,5.27387,7.66,2.74,6.55,9.40015,2.17192,3.74441,24.18,20.5715,17.684,1615.28,7.95993,4.4,6.09807,7.2488,5.5652,21.12,8.19,13.1809,7.04959,5.25,16.3075,23.1,1.62294,4.99891,8.8576,49.18,14.1172,6.67348,27.48,15.7,19.638,3.89739,14.946,11.63,29.7791,25.715,10.4301,3.58229,16.5166,24.7739,8.58021,94.5,15.931,5.08,25.2,4.27,17.4104,12.0,8.67,28.692,24.85,23.6468,13.4,8.285,6.72636,219.0,7.74926,18.36,8.21907,11.85
2009-12-04,35.3997,19.32,7.82816,2.31,1.8,7.81,4.37704,13.0,13.41,3.24878,4.847,10.8,17.0425,5.95,2.36845,72.05,22.6426,8.48055,16.565,22.9294,7.57,13.2301,31.8,42.0604,70.3,27.6037,7.44637,7.43747,2.88251,9.41,1.37727,1.9,6.05,19.8475,17.1549,5.64395,20.0714,22.7161,9.68195,1.07,0.864881,8.29,33.4677,8.07,35.6,18.13,21.6304,4.96252,7.75909,11.99,4.0,31.24,220.72,3.0,9.62112,14.8224,4.34065,10.4234,4900.0,31.23,16.4796,26.72,7238240.0,18.0446,17.7375,11.433,23.9704,5.32,16.86,25.42,8.69365,8.17582,20.7553,27680.0,33.1,0.3312,7.8,111.18,5.3516,1.28944,21.4223,0.8,23.688,5.42,270.0,20.138,19.6,8.82691,30.0588,15.206,14.772,10.4639,4.97,14.239,68.1,14.9403,17.9,13.419,175.0,14.104,12.3343,9.3,5.44896,14.06,23.041,3.16021,14.8289,3.92,14.3179,306.82,3.38362,3.25283,32.9158,3.08,7.94485,13.4959,3.98,7.91,3.99,2.5,9.39364,35.837,2.64,15.0079,7.86,13.9871,1200.0,1.22,8.73,22.4152,7.87952,34.6974,3264000.0,0.935,3.11949,13.14,32.7494,2.3,6.07,231.0,11.939,4.80465,16.5318,4.0751,210.0,6.1,23.0,6.00271,20.557,9.8919,19.3246,2.13,5.88936,8.76589,15.4769,3.74853,71896.0,1.72,1.2165,9.1066,12.6441,5.61275,7.88,2.68,6.59,9.64358,2.17772,3.82383,24.04,21.3588,18.11,1625.16,8.24142,4.5,6.34962,7.1502,5.6602,21.96,8.38,13.5708,7.32719,5.43,16.7635,22.4,1.62294,4.22122,8.8576,50.64,14.4932,6.67348,26.88,16.225,20.301,4.18043,15.2329,11.9,30.2846,26.21,10.7138,3.80872,17.274,24.8566,8.50846,95.7,16.648,5.2,25.2,4.4,18.1285,12.3,8.87,29.171,25.08,23.9608,13.6,8.35,6.85311,215.8,8.10546,18.96,8.29163,12.09
2009-12-10,36.3966,18.75,7.80294,2.55,1.85,7.71,4.28881,17.3,13.39,3.29379,4.8394,10.255,17.4801,5.95,2.16542,69.41,22.3883,9.05562,17.03,22.8139,6.83,12.7967,30.65,41.7138,72.5,27.214,7.44637,6.88687,2.82396,9.81,1.45482,1.81,4.92,19.6461,17.0017,5.4907,20.306,22.8988,9.69878,1.05,0.941678,7.99,33.0272,7.8,36.0,18.41,21.85,4.77165,7.56787,11.9,3.25,30.23,221.72,2.82,9.60184,14.4543,4.99537,10.4955,4300.0,32.86,16.0826,25.36,7522096.0,17.8185,17.6272,11.5446,22.9355,4.6,16.86,24.81,8.241,8.5672,20.5886,24560.0,32.92,0.31265,7.79,106.24,5.4045,1.28097,21.553,0.88,26.057,5.41,294.0,19.966,17.9,9.12103,29.1436,14.056,15.838,10.4347,4.58,15.166,67.65,15.4709,17.44,13.2894,171.5,14.272,12.0714,9.15,5.44002,13.55,22.9543,3.14914,14.2635,3.9,13.7895,290.86,3.37353,3.32591,33.2039,3.18,6.87951,13.474,3.8,7.74,3.89,2.97,8.93918,34.843,2.46,14.8812,8.58,13.5475,1200.0,1.18,8.48,22.0621,7.41911,34.6227,3584000.0,0.925,2.8688,12.5,31.31,1.7,6.02,220.85,12.0766,4.79093,16.3114,4.0751,208.6,6.4,23.0,5.98297,20.235,9.06901,18.8039,2.05,5.81135,8.66749,15.3108,3.69525,69168.0,1.71,1.2824,8.2154,12.5213,5.32278,7.36,2.65,6.72,9.38743,2.09262,3.78393,24.45,21.1899,18.007,1565.33,8.09652,4.89,6.61414,6.9175,5.7346,22.56,8.24,13.3638,7.16599,5.45,16.515,21.98,1.71332,3.7374,9.2602,52.56,14.2402,7.07995,26.16,16.76,19.316,3.84398,14.7913,11.69,29.9617,26.01,10.2755,3.79163,17.1923,24.4174,8.3021,90.75,16.4375,4.65,25.4,4.24,18.1097,14.1,9.36,28.532,23.82,23.6213,12.85,7.775,7.21815,210.4,7.74628,18.6,8.36147,11.57
2009-12-17,36.659,20.65,7.63118,2.64,1.59,7.35,4.04043,14.5,13.84,3.27518,4.7937,9.545,16.9631,6.17,2.14131,71.17,22.3883,9.3098,17.725,22.8258,6.16,12.9638,30.4,41.2866,75.0,27.1015,7.3056,7.5931,2.82396,9.88,1.43775,1.78,4.96,19.9062,16.4586,5.28014,17.8996,22.4821,9.84038,1.08,1.12071,8.1,32.688,7.38,40.8,18.1,22.5943,4.70811,7.2911,12.01,3.5,30.42,215.48,3.06,10.0567,14.5688,5.12338,11.0913,4650.0,33.53,16.7035,24.64,6694192.0,20.258,17.8448,11.5088,23.1316,4.84,16.58,25.29,8.41249,8.11012,20.5531,25360.0,33.33,0.31265,7.8,112.61,5.2231,1.40476,21.447,0.7,24.696,5.56,276.0,20.542,20.9,9.09246,29.0362,14.07,16.962,10.947,4.27,15.045,63.45,15.277,18.17,13.0015,165.0,14.912,12.0186,9.64,5.62498,13.42,22.7534,3.15373,14.0933,3.56,13.6017,300.48,3.45372,3.19973,32.2937,3.17,7.90789,13.6319,4.0,7.93,3.99,2.78,9.04248,32.081,3.06,14.8616,9.12,13.5057,1200.0,1.33,8.22,21.3883,7.96655,34.544,3200000.0,0.795,2.76672,13.46,30.5855,2.2,5.905,224.0,11.7708,4.88255,16.7204,3.7778,332.5,5.87,25.69,6.05034,20.391,9.10164,18.96,1.99,5.88204,8.69359,15.2584,3.58857,65472.0,1.63,1.3673,8.316,12.359,5.54342,7.53,2.2,8.2,9.42361,2.18047,3.78393,24.26,21.6868,18.036,1627.2,8.02823,4.79,6.29007,7.0786,5.7413,24.96,8.14,12.6516,7.22854,5.63,18.3072,25.48,1.69484,3.72788,9.649,50.02,14.2819,6.65373,25.2,16.83,18.698,3.8482,15.3631,12.17,30.1792,26.01,10.3109,3.78746,16.958,23.3451,8.5128,97.8,16.0344,4.65,27.0,4.23,17.5653,14.25,9.53,28.992,24.3,23.9687,10.85,7.72,7.46988,199.6,7.33353,17.88,8.31863,12.98
2009-12-21,37.5048,21.95,7.63118,2.64,1.69,7.67,4.24882,14.6,14.0,3.2981,4.8164,9.62,17.2588,5.86,2.28723,80.52,22.9907,9.3348,17.85,23.3139,5.88,13.18,31.0,41.261,76.5,27.1762,7.3389,7.71913,2.94795,10.4,1.47208,1.72,5.02,19.9448,16.7866,5.65369,18.6632,22.25,9.6968,1.04,1.12605,8.73,32.9065,7.5,35.5,18.44,22.9326,4.88332,7.22265,12.19,3.625,29.37,219.23,3.52,10.3543,14.9233,5.01688,11.5388,4250.0,32.84,17.0465,25.04,6599584.0,20.1004,17.9629,11.5496,23.5564,5.08,17.1,26.37,9.0825,8.27467,21.0919,25920.0,33.88,0.31265,7.75,118.12,5.4498,1.21479,22.2269,0.7,24.696,5.82,277.5,21.238,17.7,9.45609,30.5991,14.186,17.311,11.0268,4.42,15.355,66.15,15.7268,17.73,13.0448,170.0,15.192,12.163,9.77,5.51923,13.22,23.4592,3.26817,13.4713,3.72,14.1379,303.56,3.54723,3.27959,33.0978,3.18,7.89822,13.6171,4.2,7.825,3.8,2.98,9.07371,33.275,3.0,14.9018,9.53,13.8929,1200.0,1.41,7.99,21.452,8.39857,34.7484,3104000.0,0.84,2.99869,14.5,31.0691,2.5,5.95,213.542,12.4209,4.88255,16.7252,3.7684,385.0,6.0,28.81,6.01754,21.963,9.58479,19.7192,2.06,5.74155,8.66749,15.4303,3.65969,46486.0,1.74,1.4615,7.793,12.5372,5.81984,7.71,2.21,10.1,9.58296,2.12062,3.74441,24.16,22.0443,18.472,1590.1,8.35314,5.73,6.34962,7.1502,5.7887,25.8,8.58,13.3255,7.13906,5.65,19.6219,27.86,1.64104,3.77521,10.133,51.84,14.4524,6.30296,25.8,19.175,18.546,3.85632,15.6746,12.42,29.9617,26.16,10.6537,3.903,17.1212,23.4583,8.60406,102.75,16.3361,5.02,27.0,4.2,18.3192,14.4,9.64,29.679,24.55,24.1954,11.95,7.78,7.52256,197.6,7.90943,18.24,8.20509,13.75
